post_id,owner_id,date,year,month,text,views,likes,comments,reposts,post_url,level,reaction,sentiment_label,sentiment_score,sentiment,sentiment_9scale,theme_detected,category_recommendation
5231,-403500,2024-04-11 18:14:00,2024,4,"Как обычно, стало традицией вносить изменения в условия этапов ТГТ прямо перед ТГТ. 

НО не волнуйтесь. Изменения носят косметический характер. Основная цель - упростить судейство этапов. Сами этапы не поменялись.

Из Важного:
СУ: На контесте увеличено КВ до 25 минут.
Вероятно будут внесены изменения в этап Крутонаклонка. Но данные изменения не зафиксированы на бумаге т.к. зависят от ситуации на карьерах и будут приняты на месте.
БУ: Убраны штрафы:
Потеря конца верёвки сопровождения (без возможности восстановления).
Значительный провис веревки сопровождения.
Перестежка на спуск без освобождения перил после подъема.
Переименован штраф ""Излишняя выдача веревки"" на контесте на ""Заступ за ограничения"".
НУ: штрафы приведены в баллы.
Выросла цена потери снаряжения до 30 сек.
Штраф ""потеря страховки переименован"" в ""прекращение страховки"".",2437.0,27,0.0,3.0,https://vk.com/wall-403500_5231,root_post,30,0,0.7997019,negative,3,,
5223,-403500,2024-04-03 11:54:47,2024,4,"Мы знаем - вы этого очень ждали! Положение ТГТ и Условия этапов для дистанций НУ, БУ и СУ, а также Ориентирования - готовы! Связки БУ+ и СУ+ бегут по условиям дистанций БУ и СУ соответственно.

Документы в прикрепленном. Изучайте, тренируйтесь, готовьтесь!)

Зарегистрироваться можно до 7 апреля тут:

📝 Ссылка на запись ""ТГТ"":
https://forms.gle/fpJJ2W3VJk8qovB68

📝 Ссылка на запись ""Ориентирование"":
https://forms.gle/7XwMXifHXpJ2kQ1KA",2485.0,24,0.0,5.0,https://vk.com/wall-403500_5223,root_post,29,0,0.81213504,negative,3,,
5189,-403500,2024-03-26 10:00:05,2024,3,"Открываем регистрацию участников на наши ежегодные соревнования по технике горного туризма и ориентированию ""ТГТ Вестра 2024""!

🗓 Дата проведения: 13-14 апреля 2024 года.
📍 Место проведения: Полушкинские карьеры, деревня Васильевское. 

Запись до 7 апреля включительно!

Обратите внимание: принять участие также могут слушатели, обучавшиеся ранее в школах Вестры, при условии обучения в данный момент, а также члены клуба (вне зачета).

❗Положение и условия этапов будут выложены позже.

📝 Ссылка на запись ""ТГТ"":
https://forms.gle/fpJJ2W3VJk8qovB68

📝 Ссылка на запись ""Ориентирование"":
https://forms.gle/7XwMXifHXpJ2kQ1KA",2976.0,18,0.0,5.0,https://vk.com/wall-403500_5189,root_post,23,0,0.7441773,negative,3,туризм,"Туристическое снаряжение, туристические услуги"
5182,-403500,2024-03-21 18:00:03,2024,3,"Начинаем подготовку к соревнованиям по ТГТ, которые состоятся 13-14 апреля 2024! 

Желающие помочь в организации, заполните, пожалуйста, анкету: 

https://docs.google.com/forms/d/e/1FAIpQLScPSq_Ns_DMkEwCpWGmNx5cpZ13ETMHGItEmrbGQ8vrFnb0nA/viewform?usp=sf_link",2257.0,36,0.0,3.0,https://vk.com/wall-403500_5182,root_post,39,0,0.6271547,negative,2,,
4972,-403500,2023-12-25 11:00:01,2023,12,"Одна из важных и долгожданных новостей для Членов Нашего Клуба! Общее собрание состоится 22 января 2024г. 

Вопросы для обсуждения на собрании:
1. Принятие новых членов клуба
2. Выбор членов правления 
3. Организация школьных мероприятий - ТГТ, ПСР
4. Обсуждение клубных спортивных направлений
5. Интересующие Вас вопросы (также можно задать заранее [id102607|Галине Политовой])

🗓 22 января 2024 г.
🕖 в 19:30 
📍 м. Таганская ( выход 4), ул. Воронцовская 6с7, вход со двора",2825.0,39,3.0,1.0,https://vk.com/wall-403500_4972,root_post,43,2,0.75147265,positive,7,спорт,"Спортивная одежда, спортивные товары"
4310,-403500,2023-05-29 19:37:00,2023,5,"Продолжаем публиковать про Дагестан на майские праздники.
""У меня есть коллега, который в молодые годы много ходил по горам. Он снабдил меня скальными крючьями, самодельным титановым ледобуром без ручки, картами-хребтовками и разной туристической литературой. Там была книга Ахмедханова «Путешествие по Дагестану». Дело было перед новым годом. Я ее с интересом полистала, поразглядывала карту горных районов Дагестана, собралась и поехала.
В Ингушетию. На альпсборы на новогодние праздники.
Ближе к майским я решила, что хочу пойти в легкий красивый поход туда, где уже если не лето, то точно весна. Птички, цветущие деревца, зеленая травка на склонах, скалы торчат, небо голубым светится... Так я себе это представляла.
И пойти непременно участником, чтобы вся организация мимо меня прошла!
Сначала отвалился Крым («группа не набрана»). Потом Карелия, хотя там и не очень цвело еще, но не по этой причине. Потом пеший Дагестан — тут, наоборот, «группа набрана».
И стала я собираться сама, и других подбивать.
Сначала нас было трое. Вжух! И нас уже одиннадцать.
Выпускаюсь я, значит, в МКК, описываю, как на Богосском хребте здорово и красиво было прошлым маем (судя по чужим фотографиям), как мало снега, какие виды-горы-перевалы-каньоны-реки. Несколько раз прошлась по маршруту на Google Earth и участников провела. Всем анонсировала, что пойдем с легкими рюкзаками на прогулку по чудесным местам.
Ну что ж, билеты куплены, еда собрана, снаряжение распределено. Пора: в пятницу вечером поезд.
И вот вторник — я заболела. Медный таз навис надо всей этой идеей и весело побрякивал. (Таз, кстати, мне не раз пригодился, пока болела.)
Сдаю билет на двухдневный поезд, покупаю на быстрый самолет. Врач, пилюли, врач, сборы, аптека, сборы, аэропорт, утренний рейс, сон, и вот уже Махачкала.
А дальше туман, дождь, обед, немного солнца, град, снова дождь, пасмурно, склоны, покрытые СНЕГОМ. Но место чуду всегда находилось. Особенно чуду с творогом и мясом.
Гостеприимные дагестанцы, которые волновались и звонили, и писали смс, даже сейчас шлют нам в Москву приветы из гор.
Раскладка в 450 грамм на человека в день уходила подчистую с первого же дня: вот что значит грамотное ее составление! Ну, и я на врачебной диете без жирного, острого, соленого, сладкого продержалась всего день.
Группа — огонь! Ребята веселые, толковые и боевые. Полностью группа виделась один раз на ТГТ минут на десять и второй раз — на упаковке еды. Но было ясно, что сработаемся. В любви им я где-то там признавалась, даже видео есть.
В общем, поход вышел замечательный: всё сошлось наилучшим образом. Ребята получили опыт тропежки, хождения по всяким склонам, преодоления бродов, ночевок на снегу, очищения площадок от говна под палатки. У меня было классное руководство с комфортным уровнем стресса, даже удавалось почилить.
От смеха за время похода мой пресс стал железным, а от питания — почти что с кубиками.
В общем, верьте в свои мечты: мечты сбываются, даже если кажется, что с самого начала всё пошло не так :)""
Наталья Власова, руководитель отделения БУ, руковод майской единички по Дагестану",5351.0,75,4.0,6.0,https://vk.com/wall-403500_4310,root_post,85,1,0.5767606,neutral,4,еда,"Продукты, доставка еды"
4197,-403500,2023-04-28 13:36:21,2023,4,"Вчера состоялось награждение призеров соревнований по ТГТ и ТПТ, а также ориентированию сезона 2023! Ещё раз поздравляем!)))  И выражаем огромную благодарность нашим партнёрам за предоставленные призы! 
[club170164435|GURU промышленный альпинизм] 
[club58568959|СПЛАВ] 
[club45599639|Спорт-Марафон. Магазин снаряжения]",4776.0,69,1.0,2.0,https://vk.com/wall-403500_4197,root_post,72,1,0.7129968,neutral,5,спорт,"Спортивная одежда, спортивные товары"
4171,-403500,2023-04-21 18:00:03,2023,4,"К концу рабочей недели хотим порадовать Вас результатами технических этапов по ТГТ Вестра 2023

🏆 Школа НУ 

Дистанция личная, женская
🥇Дегтярёва Яна  (рук. Викторенко)
🥈Даминова Алсу  (рук. Исаева)
🥉Клюева Анна (рук. Шитов)

Дистанция личная, мужская
🥇Ниазбаев Равиль (рук. Башкирова)
🥈Гревцев Сергей (рук. Медведев)
🥉Гордиков Александр (рук. Башкирова)

🏆 Школа БУ

Связки двойки, мужские
🥇Смирнов Дмитрий - Швецков Сергей 
(рук. Симакина)
🥈Харин Максим - Михайлин Кирилл 
(рук. Иванов)
🥉Арзуманов Михаил - Барбашов Сергей
(рук. Симакина)

Связки двойки, женские 
🥇Никитина Екатерина - Тихоненко Екатерина (рук. Симакина)
🥈Харченко Анна - Васильева Карина 
(рук. Симакина)
🥉Дробко Ирина - Анашкина Александра (рук. Иванов)

Связки двойки, смешанные
🥇Шеченкова Любовь - Ларюшин Александр (рук. Симакина)
🥈Лисичкина Дарья - Баскаков Александрм (рук. Конопелько)
🥉Соловьёв Геннадий - Суркова Светлана (рук. Орехов)

🏆Школа СУ

Связки двойки, общий зачёт
🥇Мартынов Василий - Штондин Павел 
(рук. Данилина)
🥈Григорьев Виталий - Харченко Любовь (рук. Политова/Митюшина)
🥉Комиссаров Алексей - Сушкова Елена 
(рук. Митюшина)

🏆Школа ПБУ

Дистанция личная, женская
🥇Настюшенко Светлана (рук. Никитин)
🥈Родионова Анастасия (рук. Никитин)
🥉Гуменюк Елена (рук. Никитин)

Дистанция личная, мужская
🥇Настюшенко Илья (рук. Никитин)
🥈Гришин Михаил (рук. Никитин)
🥉Казак Валерий (рук. Дворецков)

Поздравляем победителей!!!💪 

Результаты ориентирования будут выложены позже))

📍📍Награждение пройдет в четверг 27.04.2023 в 19:30 по адресу: ул. Волочаевская, д. 38, А (метро Курская/Римская)",5131.0,117,1.0,8.0,https://vk.com/wall-403500_4171,root_post,126,2,0.75141346,positive,7,,
4066,-403500,2023-04-07 14:24:21,2023,4,"Публикуем Условия этапов школьных соревнований по ТГТ по школам НУ, БУ и СУ. 

Дистанция пешей школы БУ будет совмещена с дистанцией горной школы НУ с небольшими изменениями на этапе П-образка. Главный судья дистанции для пешей БУ - Никитин Станислав.

Условия Ориентирования будут выложены чуть позже. 

Также всем участникам необходимо ознакомиться с инструкцией по технике безопасности и принести на старт заполненнное и подписанное освобождение от ответственности.

Совещание для судей будет проведено в понедельник 10.04 в 21:00 в zoom.",2990.0,31,1.0,3.0,https://vk.com/wall-403500_4066,root_post,35,0,0.8179842,negative,3,,
4040,-403500,2023-04-04 09:30:00,2023,4,"Дорогие слушатели школ!
Мы рады объявить, что школьные соревнования по технике горного туризма ТГТ состоятся 15-16 апреля. 
Активно готовимся! Заявки принимаются до 9 апреля. Анкеты и положение в конце сообщения.

Также Вас будет ждать дистанция для ориентирования с отдельными зачётами по школам и призами.

Анкета для тех кто хочет помочь, вне зависимости от вашего опыта:
https://forms.gle/XmQ5dhRtQB5xpfPk8

Заявка на ТГТ:
https://forms.gle/fxYbYd3yP9U2wfy17
Заявка на ориентирование:
https://forms.gle/nVw3vL7feHZgSoec7",4725.0,57,0.0,15.0,https://vk.com/wall-403500_4040,root_post,72,2,0.75141853,positive,7,туризм,"Туристическое снаряжение, туристические услуги"
3524,-403500,2022-04-22 22:15:39,2022,4,"Долгожданные результаты ТГТ СУ-22
⚠Награждение состоится во вторник, 26 Апреля, в клубе на Студеном ⚠

🥇1-е место в абсолютном зачете:
Корженевский Иван - Шитов Вадим
(рук. Василий Ягодин)

🥈2-е место в абсолютном зачете:
Подлёсный Олег - Капранов Владимир
(рук. [id1998862|Кирилл Титков] )
 
🥉3-е место в абсолютном зачете:
Киселев Алексей Борисович - Коровин Василий Юрьевич
(рук. Василий Ягодин)

Полные результаты доступны по ссылке: https://docs.google.com/spreadsheets/d/1t5ukVYaTiR6or1gwG6K6rm2IwFE_qPOB/edit#gid=1108261212 
Превью ниже, на картинке.

Всем спасибо!",2118.0,14,2.0,2.0,https://vk.com/wall-403500_3524,root_post,18,2,0.7512814,positive,7,,
3523,-403500,2022-04-22 21:24:37,2022,4,"Всем привет! 
Заждались, да? Знаааем ☺
В этот замечательный вечер ловите долгожданные результаты ТГТ БУ-22. 

⚠Награждение состоится во вторник, 26 Апреля, в клубе на Студеном ⚠

🥇1-е место в абсолютном зачете: 
Абрахманов Артем Андреевич - Максимченко Полина Николаевна
(Рук. [id8894723|Юлия Губина] )

🥈2-е место в абсолютном зачете:
Харченко Любовь Николаевна - Ивасик Александр Владимирович
(Рук. [id10937736|Максим Горбунов] )

🥉3-е место в абсолютном зачете:
Мартынов Василий Николаевич - Штондин Павел Николаевич
(Рук. [id2364831|Денис Конопелько] )

Полная таблица с результатами доступна по ссылке 
https://docs.google.com/spreadsheets/d/1t5ukVYaTiR6or1gwG6K6rm2IwFE_qPOB/edit#gid=378748021
Превью ниже, на картинке.

Мы благодарим всех участников, судей, помощников, постановщиков этапов и всех-всех-всех пречастных, благодаря кому состоялось знаковое событие этого года. Впереди кросс-поход!",4357.0,20,0.0,4.0,https://vk.com/wall-403500_3523,root_post,24,2,0.75133425,positive,7,,
3519,-403500,2022-04-19 19:10:36,2022,4,"#ВестраТГТ #соревнования

По завершении соревнований, хотим поблагодарить всех участников за подготовку и упорство. А организаторов за немалую проделанную работу.

Пока мы с нетерпением ждём результаты, просим Вас найти время и ответить на несколько вопросов
 https://docs.google.com/forms/d/e/1FAIpQLScHKtQirZPanj7t6HRWHYKDlr2v3QuSATXx7pNTfJSEtVQ-wQ/viewform
Мы стараемся делать наши соревнования лучше.

Надеемся, что все достигли поставленных перед собой целей. Кто-то получил новый опыт участия или судейства. Кто-то выложился на максимум, а  кто-то получил удовольствие от неспешного прохождения этапов. В любом случае, все участники стали сильнее и опытнее - и именно это и было основной целью соревнований.",3323.0,39,0.0,3.0,https://vk.com/wall-403500_3519,root_post,42,1,0.98087823,neutral,6,,
3518,-403500,2022-04-16 09:19:19,2022,4,"Уже можно добавлять фото соревнований по ТГТ в клубный фотоальбом)))
https://vk.com/album-403500_283784929",2522.0,9,0.0,3.0,https://vk.com/wall-403500_3518,root_post,12,1,0.9906893,neutral,6,,
3517,-403500,2022-04-15 10:55:21,2022,4,"Уважаемые участники соревнований!
Выкладываем итоговые стартовые протоколы.
Обратите внимание, в стартовом протоколе по ТГТ СУ указано время старта на каждом этапе. В случае опоздания команды, отсчет времени работы на этапе начинается с времени, обозначенного в стартовом протоколе.

Напоминаем:
- на старте соревнований в комиссию по допуску необходимо предоставить заполненное и подписанное Освобождение от ответственности (распечатать нужно самостоятельно)
- программа соревнований с указанием времени есть в Положении о соревнованиях

Желаем всем весело и продуктивно провести время!",2896.0,26,0.0,6.0,https://vk.com/wall-403500_3517,root_post,32,0,0.82230186,negative,3,,
